,X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DOY,OCC_DAY,OCC_HOUR,OCC_TIME_RANGE,DIVISION,DEATH,INJURIES,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
2087,-79.5132172799999,43.7393831790001,2088,GO-20134714662,2013/01/04 05:00:00+00,2013,January,Friday,4,4,3,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5132172795793,43.7393831786129
2096,-79.5164867399999,43.752502629,2097,GO-2013978813,2013/11/15 05:00:00+00,2013,November,Friday,319,15,19,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5164867401884,43.7525026291984
2102,-79.5104455809999,43.7492207270001,2103,GO-20135159829,2013/08/09 04:00:00+00,2013,August,Friday,221,9,9,Morning,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
2106,-79.526902317,43.755306358,2107,GO-20131226542,2013/12/25 05:00:00+00,2013,December,Wednesday,359,25,14,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5269023165285,43.7553063584339
2110,-79.517071158,43.7548481310001,2111,GO-20135131370,2013/08/16 04:00:00+00,2013,August,Friday,228,16,12,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170711581945,43.754848130508
2180,-79.5132172799999,43.7393831790001,2181,GO-20135146682,2013/08/18 04:00:00+00,2013,August,Sunday,230,18,0,Night,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5132172795793,43.7393831786129
2192,-79.516340504,43.751886563,2193,GO-20135159817,2013/07/28 04:00:00+00,2013,July,Sunday,209,28,21,Evening,D31,1,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5163405044465,43.7518865628673
2193,-79.4971652629999,43.7656890380001,2194,GO-20134925107,2013/04/19 04:00:00+00,2013,April,Friday,109,19,16,Afternoon,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4971652631895,43.7656890380966
2208,-79.5188698859999,43.7385742770001,2209,GO-2013954448,2013/11/11 05:00:00+00,2013,November,Monday,315,11,20,Evening,D31,0,3,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
2214,-79.514808344,43.763390019,2215,GO-20135176287,2013/08/07 04:00:00+00,2013,August,Wednesday,219,7,17,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5148083441961,43.7633900194332
2215,-79.5104455809999,43.7492207270001,2216,GO-20135192957,2013/08/23 04:00:00+00,2013,August,Friday,235,23,13,Afternoon,D31,2,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
2216,-79.493676842,43.765265368,2217,GO-20134886466,2013/04/26 04:00:00+00,2013,April,Friday,116,26,13,Afternoon,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4936768416318,43.7652653680374
2222,-79.4961403949999,43.7659062490001,2223,GO-20134732823,2013/02/24 05:00:00+00,2013,February,Sunday,55,24,4,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4961403949725,43.765906248908
2226,-79.511387056,43.75012851,2227,GO-20134954123,2013/03/26 04:00:00+00,2013,March,Tuesday,85,26,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
2228,-79.5132172799999,43.7393831790001,2229,GO-20135168098,2013/09/11 04:00:00+00,2013,September,Wednesday,254,11,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5132172795793,43.7393831786129
2244,-79.5018399969999,43.764683656,2245,GO-20134984253,2013/06/12 04:00:00+00,2013,June,Wednesday,163,12,19,Evening,D31,0,1,27,York University Heights,27,York University Heights (27),-79.5018399965573,43.7646836563103
2254,-79.4840605969999,43.75451027,2255,GO-20134873070,2013/04/06 04:00:00+00,2013,April,Saturday,96,6,14,Afternoon,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4840605970299,43.7545102698291
2255,-79.4910452239999,43.7448491280001,2256,GO-20131098127,2013/12/05 05:00:00+00,2013,December,Thursday,339,5,20,Evening,D31,0,2,27,York University Heights,27,York University Heights (27),-79.4910452239592,43.7448491284804
2257,-79.509776771,43.760453672,2258,GO-20131246790,2013/12/29 05:00:00+00,2013,December,Sunday,363,29,19,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5097767709609,43.7604536720219
2274,-79.5192354659999,43.752865543,2275,GO-20142848839,2014/09/05 04:00:00+00,2014,September,Friday,248,5,13,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5192354664486,43.7528655426291
2282,-79.5226653129999,43.7721349650001,2283,GO-20142239507,2014/06/07 04:00:00+00,2014,June,Saturday,158,7,1,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5226653126497,43.7721349651094
2284,-79.517071158,43.7548481310001,2285,GO-20141524452,2014/02/13 05:00:00+00,2014,February,Thursday,44,13,18,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170711581945,43.754848130508
2291,-79.516800156,43.751468436,2292,GO-20143223947,2014/11/02 04:00:00+00,2014,November,Sunday,306,2,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
2296,-79.5164867399999,43.752502629,2297,GO-20143159130,2014/10/23 04:00:00+00,2014,October,Thursday,296,23,8,Morning,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5164867401884,43.7525026291984
2306,-79.5152277779999,43.7681488160001,2307,GO-20142134171,2014/05/23 04:00:00+00,2014,May,Friday,143,23,1,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
2331,-79.522520884,43.7712362550001,2332,GO-20142249980,2014/06/08 04:00:00+00,2014,June,Sunday,159,8,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5225208843336,43.771236255037
2347,-79.519685177,43.765902619,2348,GO-20143124853,2014/10/17 04:00:00+00,2014,October,Friday,290,17,17,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2356,-79.519685177,43.765902619,2357,GO-20143546455,2014/12/25 05:00:00+00,2014,December,Thursday,359,25,14,Afternoon,D31,0,6,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2357,-79.5225306579999,43.7674832010001,2358,GO-20143481250,2014/12/14 05:00:00+00,2014,December,Sunday,348,14,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5225306576437,43.7674832010992
2368,-79.511317515,43.7535964910001,2369,GO-20143349270,2014/11/22 05:00:00+00,2014,November,Saturday,326,22,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5113175148787,43.753596490965
2378,-79.509299202,43.738304844,2379,GO-20142764397,2014/08/24 04:00:00+00,2014,August,Sunday,236,24,14,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
2379,-79.502439516,43.774466492,2380,GO-20141653912,2014/03/06 05:00:00+00,2014,March,Thursday,65,6,22,Evening,D31,0,2,27,York University Heights,27,York University Heights (27),-79.5024395158456,43.774466491799
2387,-79.5004456729999,43.762071904,2388,GO-20142929457,2014/09/17 04:00:00+00,2014,September,Wednesday,260,17,17,Afternoon,D31,1,0,27,York University Heights,27,York University Heights (27),-79.5004456730173,43.7620719044984
2399,-79.5194285869999,43.764721025,2400,GO-20142194212,2014/05/31 04:00:00+00,2014,May,Saturday,151,31,22,Evening,D31,0,2,24,Black Creek,24,Black Creek (24),-79.5194285872643,43.7647210248774
2404,-79.519685177,43.765902619,2405,GO-20142656784,2014/08/07 04:00:00+00,2014,August,Thursday,219,7,21,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2406,-79.5152277779999,43.7681488160001,2407,GO-20143188357,2014/10/27 04:00:00+00,2014,October,Monday,300,27,22,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
2417,-79.5152277779999,43.7681488160001,2418,GO-20142970216,2014/09/23 04:00:00+00,2014,September,Tuesday,266,23,22,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
2419,-79.519685177,43.765902619,2420,GO-20143575811,2014/12/30 05:00:00+00,2014,December,Tuesday,364,30,14,Afternoon,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2424,-79.507926807,43.7592774490001,2425,GO-20142570621,2014/07/25 04:00:00+00,2014,July,Friday,206,25,16,Afternoon,D31,0,1,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5079268073917,43.7592774494367
2440,-79.503397446,43.7410703040001,2441,GO-20142822621,2014/09/01 04:00:00+00,2014,September,Monday,244,1,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5033974457219,43.7410703043346
2456,-79.5119201269999,43.734561446,2457,GO-201562479,2015/01/11 05:00:00+00,2015,January,Sunday,11,11,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5119201268768,43.7345614457696
2460,-79.5183748809999,43.751356146,2461,GO-2015543234,2015/04/01 04:00:00+00,2015,April,Wednesday,91,1,20,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5183748814673,43.7513561462234
2464,-79.517044803,43.7519037960001,2465,GO-2015582545,2015/04/08 04:00:00+00,2015,April,Wednesday,98,8,21,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170448029943,43.7519037963571
2466,-79.519685177,43.765902619,2467,GO-2015630750,2015/04/16 04:00:00+00,2015,April,Thursday,106,16,16,Afternoon,D31,0,5,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2498,-79.509299202,43.738304844,2499,GO-2015986193,2015/06/12 04:00:00+00,2015,June,Friday,163,12,13,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
2504,-79.519685177,43.765902619,2505,GO-20151097377,2015/06/29 04:00:00+00,2015,June,Monday,180,29,23,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2513,-79.5152277779999,43.7681488160001,2514,GO-20151934701,2015/11/10 05:00:00+00,2015,November,Tuesday,314,10,20,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
2518,-79.519685177,43.765902619,2519,GO-20152224023,2015/12/29 05:00:00+00,2015,December,Tuesday,363,29,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2533,-79.516689325,43.7518500300001,2534,GO-20151027288,2015/06/18 04:00:00+00,2015,June,Thursday,169,18,23,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.516689324964,43.7518500304016
2546,-79.5152277779999,43.7681488160001,2547,GO-20152047923,2015/11/29 05:00:00+00,2015,November,Sunday,333,29,9,Morning,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
2549,-79.5164867399999,43.752502629,2550,GO-20151231017,2015/07/19 04:00:00+00,2015,July,Sunday,200,19,16,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5164867401884,43.7525026291984
2551,-79.511387056,43.75012851,2552,GO-20151546887,2015/09/07 04:00:00+00,2015,September,Monday,250,7,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
2559,-79.519685177,43.765902619,2560,GO-20151989440,2015/11/20 05:00:00+00,2015,November,Friday,324,20,3,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2561,-79.5164867399999,43.752502629,2562,GO-20151615868,2015/09/18 04:00:00+00,2015,September,Friday,261,18,16,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5164867401884,43.7525026291984
2580,-79.5152277779999,43.7681488160001,2581,GO-2015988317,2015/06/12 04:00:00+00,2015,June,Friday,163,12,19,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
2593,-79.519288183,43.770266264,2594,GO-20151885747,2015/11/02 05:00:00+00,2015,November,Monday,306,2,18,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
2600,-79.507145964,43.7409238130001,2601,GO-20152133374,2015/12/13 05:00:00+00,2015,December,Sunday,347,13,2,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.507145963767,43.7409238128739
2602,-79.519685177,43.765902619,2603,GO-20151974952,2015/11/17 05:00:00+00,2015,November,Tuesday,321,17,19,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2630,-79.516178698,43.7598340500001,2631,GO-2015865601,2015/05/24 04:00:00+00,2015,May,Sunday,144,24,13,Afternoon,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5161786979242,43.7598340495082
2636,-79.508753601,43.7471213490001,2637,GO-20151820580,2015/10/22 04:00:00+00,2015,October,Thursday,295,22,16,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5087536005565,43.7471213494083
2641,-79.509299202,43.738304844,2642,GO-2015863447,2015/05/24 04:00:00+00,2015,May,Sunday,144,24,2,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
2651,-79.516603391,43.7460565440001,2652,GO-20151210912,2015/07/16 04:00:00+00,2015,July,Thursday,197,16,22,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.516603390567,43.7460565443151
2666,-79.478576102,43.7546934420001,2667,GO-2015554909,2015/03/22 04:00:00+00,2015,March,Sunday,81,22,23,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4785761021678,43.7546934423874
2680,-79.505043773,43.7401214930001,2681,GO-2015994421,2015/06/13 04:00:00+00,2015,June,Saturday,164,13,12,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5050437729033,43.7401214932207
2686,-79.511387056,43.75012851,2687,GO-2015932082,2015/06/03 04:00:00+00,2015,June,Wednesday,154,3,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
2694,-79.519685177,43.765902619,2695,GO-20152163517,2015/12/17 05:00:00+00,2015,December,Thursday,351,17,19,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2708,-79.5134418219999,43.758052934,2709,GO-2015594873,2015/04/10 04:00:00+00,2015,April,Friday,100,10,21,Evening,D31,0,1,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5134418219425,43.7580529338225
2713,-79.501498199,43.7414941580001,2714,GO-2015954370,2015/06/07 04:00:00+00,2015,June,Sunday,158,7,4,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5014981987246,43.7414941583243
2735,-79.516800156,43.751468436,2736,GO-2015447789,2015/03/16 04:00:00+00,2015,March,Monday,75,16,21,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
2787,-79.5104455809999,43.7492207270001,2788,GO-20162070406,2016/11/21 05:00:00+00,2016,November,Monday,326,21,19,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
2791,-79.465014178,43.757750641,2792,GO-20162077037,2016/11/22 05:00:00+00,2016,November,Tuesday,327,22,21,Evening,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4650141779788,43.7577506405712
2803,-79.514763739,43.76720514,2804,GO-201620968,2016/01/04 05:00:00+00,2016,January,Monday,4,4,18,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
2811,-79.509299202,43.738304844,2812,GO-20161094184,2016/06/23 04:00:00+00,2016,June,Thursday,175,23,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
2816,-79.506102117,43.74684195,2817,GO-20161789327,2016/10/08 04:00:00+00,2016,October,Saturday,282,8,3,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5061021174961,43.7468419504454
2831,-79.5060447659999,43.736140103,2832,GO-20161690509,2016/09/22 04:00:00+00,2016,September,Thursday,266,22,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5060447656426,43.736140103488
2838,-79.5047727259999,43.7395115320001,2839,GO-20161591119,2016/09/07 04:00:00+00,2016,September,Wednesday,251,7,20,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5047727260156,43.7395115317937
2839,-79.518758927,43.769157185,2840,GO-2016143177,2016/01/24 05:00:00+00,2016,January,Sunday,24,24,20,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5187589269812,43.7691571849407
2843,-79.519685177,43.765902619,2844,GO-20161917087,2016/10/28 04:00:00+00,2016,October,Friday,302,28,14,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2854,-79.519685177,43.765902619,2855,GO-20161887412,2016/10/23 04:00:00+00,2016,October,Sunday,297,23,20,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2855,-79.5132172799999,43.7393831790001,2856,GO-2016443119,2016/03/14 04:00:00+00,2016,March,Monday,74,14,14,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5132172795793,43.7393831786129
2856,-79.476586799,43.7643128230001,2857,GO-20161139567,2016/06/29 04:00:00+00,2016,June,Wednesday,181,29,19,Evening,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4765867987994,43.7643128234304
2871,-79.516074535,43.7507307820001,2872,GO-2016607606,2016/04/10 04:00:00+00,2016,April,Sunday,101,10,4,Night,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5160745352033,43.7507307824281
2873,-79.503397446,43.7410703040001,2874,GO-201673594,2016/01/13 05:00:00+00,2016,January,Wednesday,13,13,2,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5033974457219,43.7410703043346
2896,-79.519685177,43.765902619,2897,GO-2016549492,2016/04/01 04:00:00+00,2016,April,Friday,92,1,2,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
2909,-79.5066322009999,43.7397695450001,2910,GO-20161751577,2016/10/02 04:00:00+00,2016,October,Sunday,276,2,13,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.50663220146,43.7397695453092
2924,-79.471559197,43.780463367,2925,GO-2016529499,2016/03/29 04:00:00+00,2016,March,Tuesday,89,29,4,Night,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4715591966822,43.7804633666196
2927,-79.519288183,43.770266264,2928,GO-20161572579,2016/09/04 04:00:00+00,2016,September,Sunday,248,4,21,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
2931,-79.516800156,43.751468436,2932,GO-2016233840,2016/02/08 05:00:00+00,2016,February,Monday,39,8,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
2940,-79.519288183,43.770266264,2941,GO-20162055725,2016/11/19 05:00:00+00,2016,November,Saturday,324,19,11,Morning,D31,1,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
2947,-79.519288183,43.770266264,2948,GO-2016120526,2016/01/20 05:00:00+00,2016,January,Wednesday,20,20,1,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
2948,-79.5152277779999,43.7681488160001,2949,GO-20161014352,2016/06/11 04:00:00+00,2016,June,Saturday,163,11,5,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
2956,-79.508753601,43.7471213490001,2957,GO-2016723030,2016/04/27 04:00:00+00,2016,April,Wednesday,118,27,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5087536005565,43.7471213494083
2990,-79.514763739,43.76720514,2991,GO-20161205684,2016/07/10 04:00:00+00,2016,July,Sunday,192,10,1,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
2996,-79.504982727,43.7413953670001,2997,GO-20162088702,2016/11/24 05:00:00+00,2016,November,Thursday,329,24,18,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875
3014,-79.504982727,43.7413953670001,3015,GO-20161848920,2016/10/17 04:00:00+00,2016,October,Monday,291,17,18,Evening,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875
3020,-79.512999081,43.765788695,3021,GO-2016301421,2016/02/20 05:00:00+00,2016,February,Saturday,51,20,2,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5129990807892,43.7657886951118
3021,-79.4942395689999,43.7431000350001,3022,GO-201693962,2016/01/13 05:00:00+00,2016,January,Wednesday,13,13,2,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4942395691274,43.7431000351225
3044,-79.5152277779999,43.7681488160001,3045,GO-20162297220,2016/12/28 05:00:00+00,2016,December,Wednesday,363,28,18,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3050,-79.496575433,43.7366896770001,3051,GO-20161405748,2016/08/09 04:00:00+00,2016,August,Tuesday,222,9,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.4965754326336,43.7366896773835
3054,-79.4700890619999,43.787288409,3055,GO-2016275431,2016/02/15 05:00:00+00,2016,February,Monday,46,15,19,Evening,D32,0,1,27,York University Heights,27,York University Heights (27),-79.4700890623674,43.7872884092796
3061,-79.511387056,43.75012851,3062,GO-2016819499,2016/05/12 04:00:00+00,2016,May,Thursday,133,12,22,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
3065,-79.519288183,43.770266264,3066,GO-20161876628,2016/10/22 04:00:00+00,2016,October,Saturday,296,22,1,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
3070,-79.519288183,43.770266264,3071,GO-2016904100,2016/05/25 04:00:00+00,2016,May,Wednesday,146,25,22,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
3077,-79.519288183,43.770266264,3078,GO-20162211050,2016/12/14 05:00:00+00,2016,December,Wednesday,349,14,1,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
3085,-79.5152277779999,43.7681488160001,3086,GO-2016691594,2016/04/23 04:00:00+00,2016,April,Saturday,114,23,6,Morning,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3087,-79.504982727,43.7413953670001,3088,GO-20161125532,2016/06/27 04:00:00+00,2016,June,Monday,179,27,18,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875
3090,-79.518120908,43.7544785330001,3091,GO-20162259228,2016/12/17 05:00:00+00,2016,December,Saturday,352,17,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5181209081195,43.7544785329182
3099,-79.516800156,43.751468436,3100,GO-20161432020,2016/08/13 04:00:00+00,2016,August,Saturday,226,13,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
3129,-79.525991252,43.744872442,3130,GO-2016321936,2016/02/23 05:00:00+00,2016,February,Tuesday,54,23,14,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5259912519525,43.7448724424269
3133,-79.5068817329999,43.7403182130001,3134,GO-20161451130,2016/08/16 04:00:00+00,2016,August,Tuesday,229,16,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.506881733,43.7403182129664
3135,-79.507191523,43.748466954,3136,GO-20162045766,2016/11/17 05:00:00+00,2016,November,Thursday,322,17,20,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5071915233762,43.7484669537968
3139,-79.511387056,43.75012851,3140,GO-2016638728,2016/04/15 04:00:00+00,2016,April,Friday,106,15,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
3148,-79.509299202,43.738304844,3149,GO-20173091969,2017/11/29 05:00:00+00,2017,November,Wednesday,333,29,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
3149,-79.492823039,43.758615256,3150,GO-2017909311,2017/05/19 04:00:00+00,2017,May,Friday,139,19,15,Afternoon,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4928230394301,43.7586152558261
3160,-79.5188698859999,43.7385742770001,3161,GO-2017774921,2017/05/02 04:00:00+00,2017,May,Tuesday,122,2,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
3167,-79.519288183,43.770266264,3168,GO-2017688294,2017/04/19 04:00:00+00,2017,April,Wednesday,109,19,16,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
3175,-79.509776771,43.760453672,3176,GO-20173288087,2017/12/29 05:00:00+00,2017,December,Friday,363,29,23,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5097767709609,43.7604536720219
3218,-79.519288183,43.770266264,3219,GO-20171596122,2017/09/03 04:00:00+00,2017,September,Sunday,246,3,15,Afternoon,D31,0,2,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
3219,-79.501498199,43.7414941580001,3220,GO-20171456750,2017/08/12 04:00:00+00,2017,August,Saturday,224,12,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5014981987246,43.7414941583243
3242,-79.5182650089999,43.740046073,3243,GO-2017832611,2017/05/11 04:00:00+00,2017,May,Thursday,131,11,19,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5182650086581,43.740046073155
3249,-79.507567974,43.747593512,3250,GO-20171414169,2017/08/06 04:00:00+00,2017,August,Sunday,218,6,2,Night,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5075679739237,43.7475935122801
3251,-79.530711571,43.766613555,3252,GO-20171152868,2017/06/28 04:00:00+00,2017,June,Wednesday,179,28,6,Morning,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5307115708672,43.7666135545374
